"address","borough","zipcode","lon","lat","risk1"
"480 COLLEGE AVENUE","BX",10451,-73.9212,40.8157,0
"480 CONCORD AVENUE","BX",10455,-73.9085,40.8113,0
"480 CONVENT AVENUE","MN",10031,-73.9432,40.8285,0
"480 EAST 183 STREET","BX",10458,-73.893,40.855,0
"480 EAST 21 STREET","BK",11226,-73.9588,40.6425,0
"480 EAST 23 STREET","BK",11226,-73.9561,40.6383,0
"480 EAST 94 STREET","BK",11212,-73.9181,40.6553,1
"480 GATES AVENUE","BK",11216,-73.9468,40.6864,1
"480 HARMAN STREET","BK",11237,-73.9141,40.7043,1
"480 HUMBOLDT STREET","BK",11211,-73.943,40.7187,0
"480 ONDERDONK AVENUE","QN",11385,-73.9119,40.7065,0
"480 PROSPECT PLACE","BK",11238,-73.9606,40.6756,0
"480 ST MARKS AVENUE","BK",11238,-73.9588,40.6763,0
"480 WEST 187 STREET","MN",10033,-73.9275,40.8513,0
"480 WOODWARD AVENUE","QN",11385,-73.9107,40.7076,0
"4800 14 AVENUE","BK",11219,-73.9898,40.6343,0
"4802 4 AVENUE","BK",11220,-74.0118,40.6477,0
"4802 7 AVENUE","BK",11220,-74.0051,40.6436,0
"4805 4 AVENUE","BK",11220,-74.0113,40.6472,1
"4805 5 AVENUE","BK",11220,-74.0091,40.6459,1
"4807 5 AVENUE","BK",11220,-74.0092,40.6459,1
"4807 SURF AVENUE","BK",11224,-74.0105,40.5778,1
"4808 7 AVENUE","BK",11220,-74.0052,40.6435,0
"4809 4 AVENUE","BK",11220,-74.0114,40.6472,1
"481 4 AVENUE","BK",11215,-73.9898,40.6686,1
"481 COLUMBUS AVENUE","MN",10024,-73.9732,40.7845,0
"481 CROWN STREET","BK",11225,-73.9429,40.6661,0
"481 EAST 140 STREET","BX",10454,-73.9194,40.8096,0
"481 EAST 171 STREET","BX",10457,-73.903,40.8377,0
"481 EAST 52 STREET","BK",11203,-73.9278,40.649,1
"481 EASTERN PARKWAY","BK",11216,-73.9522,40.6704,0
"481 FAIRVIEW AVENUE","QN",11385,-73.9092,40.709,1
"481 FT WASHINGTON AVENUE","MN",10033,-73.9383,40.8517,0
"481 GREENE AVENUE","BK",11216,-73.9519,40.6885,0
"481 HARMAN STREET","BK",11237,-73.9145,40.7046,0
"481 HICKS STREET","BK",11231,-73.9999,40.6863,0
"481 MONTGOMERY STREET","BK",11225,-73.9488,40.6656,1
"481 ONDERDONK AVENUE","QN",11385,-73.9114,40.7068,0
"481 ROGERS AVENUE","BK",11225,-73.9532,40.6604,0
"481 SENECA AVENUE","QN",11385,-73.9124,40.7059,1
"481 ST JOHNS PLACE","BK",11238,-73.9619,40.6736,0
"481 WALES AVENUE","BX",10455,-73.9081,40.8113,0
"481 WARREN STREET","BK",11217,-73.9851,40.6833,1
"4812 14 AVENUE","BK",11219,-73.99,40.6341,0
"4812 7 AVENUE","BK",11220,-74.0053,40.6435,1
"4813 15 AVENUE","BK",11219,-73.9873,40.6324,0
"4815 4 AVENUE","BK",11220,-74.0114,40.6471,0
"4818 5 AVENUE","BK",11220,-74.0098,40.646,1
"4818 7 AVENUE","BK",11220,-74.0054,40.6434,0
"4819 4 AVENUE","BK",11220,-74.0115,40.647,0
"482 AMSTERDAM AVENUE","MN",10024,-73.9766,40.786,0
"482 BROOME STREET","MN",10013,-74.0019,40.7231,0
"482 CENTRAL PARK WEST","MN",10025,-73.9591,40.7999,0
"482 EAST 167 STREET","BX",10456,-73.9076,40.8296,0
"482 EAST 74 STREET","MN",10021,-73.9539,40.7684,0
"482 FT WASHINGTON AVENUE","MN",10033,-73.9377,40.8514,0
"482 GATES AVENUE","BK",11216,-73.9467,40.6864,1
"482 HARMAN STREET","BK",11237,-73.9141,40.7043,0
"482 HUDSON STREET","MN",10014,-74.0062,40.7322,0
"482 ONDERDONK AVENUE","QN",11385,-73.9118,40.7064,1
"482 PROSPECT PLACE","BK",11238,-73.9605,40.6756,1
"482 RIDGEWOOD AVENUE","BK",11208,-73.8709,40.6857,0
"482 TOMPKINS AVENUE","BK",11216,-73.9437,40.6805,1
"482 WEST BROADWAY","MN",10012,-74.0003,40.7269,0
"482 WOODWARD AVENUE","QN",11385,-73.9106,40.7075,0
"4820 4 AVENUE","BK",11220,-74.0122,40.6473,0
"4820 7 AVENUE","BK",11220,-74.0054,40.6433,0
"4823 8 AVENUE","BK",11220,-74.0028,40.6416,0
"4824 5 AVENUE","BK",11220,-74.0099,40.6459,0
"4824 7 AVENUE","BK",11220,-74.0055,40.6432,0
"4824 8 AVENUE","BK",11220,-74.0033,40.6419,0
"483 12 STREET","BK",11215,-73.98,40.6638,0
"483 4 AVENUE","BK",11215,-73.9898,40.6685,0
"483 5 AVENUE","BK",11215,-73.9873,40.6676,1
"483 AMSTERDAM AVENUE","MN",10024,-73.976,40.7858,0
"483 COLUMBUS AVENUE","MN",10024,-73.9732,40.7846,0
"483 FAIRVIEW AVENUE","QN",11385,-73.9091,40.7089,0
"483 LINDEN BOULEVARD","BK",11203,-73.9409,40.6534,0
"483 MONTGOMERY STREET","BK",11225,-73.9487,40.6656,1
"483 OCEAN PARKWAY","BK",11218,-73.9722,40.6368,0
"483 ONDERDONK AVENUE","QN",11385,-73.9114,40.7067,0
"483 PACIFIC STREET","BK",11217,-73.9818,40.6852,0
"483 PARK PLACE","BK",11238,-73.9617,40.6755,0
"483 ROGERS AVENUE","BK",11225,-73.9532,40.6604,1
"483 SENECA AVENUE","QN",11385,-73.9123,40.7058,0
"483 ST MARKS AVENUE","BK",11238,-73.9582,40.6766,1
"483 WARREN STREET","BK",11217,-73.9851,40.6832,0
"484 3 AVENUE","BK",11215,-73.9919,40.6708,0
"484 60 STREET","BK",11220,-74.0165,40.6394,1
"484 67 STREET","BK",11220,-74.0205,40.6356,0
"484 8 STREET","BK",11215,-73.9785,40.6661,0
"484 9 AVENUE","MN",10018,-73.9945,40.7553,0
"484 AMSTERDAM AVENUE","MN",10024,-73.9766,40.7861,0
"484 CLINTON AVENUE","BK",11238,-73.9673,40.6838,0
"484 EAST 4 STREET","BK",11218,-73.9762,40.6403,0
"484 EAST 74 STREET","MN",10021,-73.9538,40.7684,0
"484 EAST 94 STREET","BK",11212,-73.918,40.6552,0
"484 GREENE AVENUE","BK",11216,-73.9515,40.6881,0
"484 HUMBOLDT STREET","BK",11211,-73.9431,40.7188,0
"484 LOGAN STREET","BK",11208,-73.8763,40.6742,0
"4841 BROADWAY","MN",10034,-73.9249,40.8667,0
"485 12 STREET","BK",11215,-73.9799,40.6638,1
"485 6 AVENUE","BK",11215,-73.9848,40.6666,0
"485 9 AVENUE","MN",10018,-73.995,40.7556,0
"485 AMSTERDAM AVENUE","MN",10024,-73.976,40.7858,0
"485 CENTRAL AVENUE","BK",11221,-73.9129,40.6914,1
"485 CHAUNCEY STREET","BK",11233,-73.9152,40.6823,0
"485 COLUMBUS AVENUE","MN",10024,-73.9731,40.7846,0
"485 COURT STREET","BK",11231,-73.9986,40.6762,0
"485 COURTLANDT AVENUE","BX",10451,-73.9205,40.815,0
"485 EAST 21 STREET","BK",11226,-73.9582,40.6423,0
"485 FAIRVIEW AVENUE","QN",11385,-73.9091,40.7089,0
"485 HARMAN STREET","BK",11237,-73.9144,40.7047,0
"485 JACKSON AVENUE","BX",10455,-73.91,40.8116,0
"485 LINCOLN AVENUE","BK",11208,-73.8675,40.6781,0
"485 OCEAN AVENUE","BK",11226,-73.9606,40.6509,0
"485 ONDERDONK AVENUE","QN",11385,-73.9113,40.7067,0
"485 PACIFIC STREET","BK",11217,-73.9817,40.6851,0
"485 ST MARKS AVENUE","BK",11238,-73.9581,40.6766,0
"485 WASHINGTON AVENUE","BX",10457,-73.8952,40.8515,0
"4850 BROADWAY","MN",10034,-73.9243,40.8662,0
"4857 BROADWAY","MN",10034,-73.9243,40.867,0
"486 3 AVENUE","BK",11215,-73.992,40.6707,0
"486 4 STREET","BK",11215,-73.9778,40.669,0
"486 9 AVENUE","MN",10018,-73.9945,40.7553,1
"486 AVENUE OF THE AMER","MN",10011,-73.9974,40.7361,0
"486 BROOKLYN AVENUE","BK",11225,-73.9462,40.6629,0
"486 DEAN STREET","BK",11217,-73.9741,40.6813,0
"486 EAST 51 STREET","BK",11203,-73.9294,40.6497,0
"486 EAST 52 STREET","BK",11203,-73.9284,40.6488,0
"486 EAST 74 STREET","MN",10021,-73.9538,40.7683,0
"486 EASTERN PARKWAY","BK",11225,-73.9522,40.6695,0
"486 GATES AVENUE","BK",11216,-73.9465,40.6865,0
"486 GLENMORE AVENUE","BK",11207,-73.8922,40.6735,1
"486 GRAHAM AVENUE","BK",11222,-73.9457,40.72,0
"486 HARMAN STREET","BK",11237,-73.914,40.7045,0
"486 KOSCIUSZKO STREET","BK",11221,-73.9346,40.6923,0
"486 WILLIAMS AVENUE","BK",11207,-73.8979,40.6638,0
"4861 BROADWAY","MN",10034,-73.9238,40.8671,0
"487 5 AVENUE","BK",11215,-73.9873,40.6675,0
"487 CHAUNCEY STREET","BK",11233,-73.9151,40.6823,1
"487 CLASSON AVENUE","BK",11238,-73.9588,40.6841,0
"487 CLINTON AVENUE","BK",11238,-73.9666,40.6838,0
"487 COLUMBUS AVENUE","MN",10024,-73.9731,40.7847,0
"487 COURT STREET","BK",11231,-73.9986,40.6761,0
"487 KEAP STREET","BK",11211,-73.9523,40.7134,0
"487 MONTGOMERY STREET","BK",11225,-73.9486,40.6655,0
"487 PROSPECT PLACE","BK",11238,-73.9603,40.6761,0
"487 ST JOHNS PLACE","BK",11238,-73.9617,40.6736,1
"487 WEST END AVENUE","MN",10024,-73.9794,40.7873,0
"488 3 STREET","BK",11215,-73.9794,40.6707,0
"488 4 AVENUE","BK",11215,-73.9903,40.669,0
"488 5 AVENUE","BK",11215,-73.9878,40.6678,0
"488 7 AVENUE","MN",10018,-73.9898,40.7526,0
"488 9 AVENUE","MN",10018,-73.9945,40.7554,1
"488 EAST 163 STREET","BX",10451,-73.9103,40.8241,0
"488 EAST 164 STREET","BX",10456,-73.9092,40.8253,0
"488 EAST 74 STREET","MN",10021,-73.9537,40.7683,0
"488 HARMAN STREET","BK",11237,-73.9139,40.7045,1
"488 JEFFERSON AVENUE","BK",11221,-73.9385,40.6844,0
"488 KOSCIUSZKO STREET","BK",11221,-73.9345,40.6923,0
"488 OCEAN PARKWAY","BK",11218,-73.9735,40.6366,0
"488 ST NICHOLAS AVENUE","MN",10030,-73.9479,40.8166,0
"489 12 STREET","BK",11215,-73.9797,40.6637,0
"489 2 AVENUE","MN",10016,-73.9791,40.7409,0
"489 AUDUBON AVENUE","MN",10040,-73.9281,40.854,0
"489 BROADWAY","MN",10012,-74.0001,40.7221,1
"489 BROOME STREET","MN",10013,-74.0027,40.7229,0
"489 CHAUNCEY STREET","BK",11233,-73.915,40.6823,1
"489 COLUMBUS AVENUE","MN",10024,-73.973,40.7848,0
"489 EASTERN PARKWAY","BK",11216,-73.952,40.6704,0
"489 LINCOLN AVENUE","BK",11208,-73.8675,40.6781,1
"489 MONTGOMERY STREET","BK",11225,-73.9486,40.6655,0
"489 PROSPECT PLACE","BK",11238,-73.9602,40.6761,0
"489 ST MARKS AVENUE","BK",11238,-73.9579,40.6765,1
"489 TOMPKINS AVENUE","BK",11216,-73.9431,40.6806,1
"49 BAYARD STREET","MN",10013,-73.9975,40.7151,0
"49 BEACH STREET","MN",10013,-74.0092,40.7208,0
"49 BOKEE COURT","BK",11223,-73.9727,40.5848,0
"49 CATHERINE STREET","MN",10038,-73.9966,40.7118,0
"49 CLARKSON AVENUE","BK",11226,-73.958,40.6552,0
"49 CLINTON STREET","MN",10002,-73.985,40.7198,0
"49 DRIGGS AVENUE","BK",11222,-73.9407,40.7232,0
"49 EAST 10 STREET","MN",10003,-73.9922,40.7323,0
"49 EAST 129 STREET","MN",10035,-73.9381,40.8083,0
"49 EAST 17 STREET","BK",11226,-73.9638,40.6499,0
"49 EAST 19 STREET","BK",11226,-73.9616,40.6483,0
"49 EAST 78 STREET","MN",10075,-73.9619,40.7756,0
"49 ESSEX STREET","MN",10002,-73.9896,40.7166,0
"49 GREENWICH AVENUE","MN",10014,-74.0008,40.7356,0
"49 INDIA STREET","BK",11222,-73.9587,40.7322,1
"49 JANE STREET","MN",10014,-74.0049,40.7383,0
"49 JAVA STREET","BK",11222,-73.9593,40.7313,1
"49 MACKAY PLACE","BK",11209,-74.0338,40.6368,0
"49 MENAHAN STREET","BK",11221,-73.9217,40.6938,0
"49 NEWBERRY AVENUE","SI",10304,-74.0941,40.5953,0
"49 PARK AVENUE","MN",10016,-73.9795,40.7489,0
"49 PARKVILLE AVENUE","BK",11230,-73.9758,40.629,0
"49 PINEHURST AVENUE","MN",10033,-73.9395,40.8499,0
"49 PRINCE STREET","MN",10012,-73.9959,40.7236,0
"49 REMSEN STREET","BK",11201,-73.9965,40.6949,0
"49 SEAMAN AVENUE","MN",10034,-73.926,40.8674,0
"49 SIDNEY PLACE","BK",11201,-73.9946,40.6915,0
"49 ST NICHOLAS TERRACE","MN",10027,-73.9513,40.8141,0
"49 STRATFORD ROAD","BK",11218,-73.9692,40.6479,0
"49 WEST 11 STREET","MN",10011,-73.9968,40.735,0
"49 WEST 119 STREET","MN",10026,-73.9464,40.8034,0
"49 WEST 12 STREET","MN",10011,-73.9964,40.7357,0
"49 WEST 130 STREET","MN",10037,-73.9418,40.8106,1
"49 WEST 55 STREET","MN",10019,-73.9768,40.7627,1
"49 WEST 68 STREET","MN",10023,-73.9794,40.7746,0
"49 WEST 69 STREET","MN",10023,-73.9792,40.7753,0
"49 WEST 71 STREET","MN",10023,-73.9781,40.7765,0
"49 WEST 72 STREET","MN",10023,-73.9782,40.7775,0
"49 WEST 73 STREET","MN",10023,-73.9774,40.778,0
"49 WEST 74 STREET","MN",10023,-73.9769,40.7786,0
"49 WEST 75 STREET","MN",10023,-73.9765,40.7792,0
"49 WEST 76 STREET","MN",10023,-73.9762,40.7799,0
"49 WEST 8 STREET","MN",10011,-73.9985,40.7334,0
"49 WEST 85 STREET","MN",10024,-73.9713,40.7855,0
"49 WEST 88 STREET","MN",10024,-73.97,40.7875,0
"49 WEST 94 STREET","MN",10025,-73.967,40.7912,0
"49 WEST 96 STREET","MN",10025,-73.9666,40.7928,0
"49 WILLOW STREET","BK",11201,-73.9945,40.6996,0
"49-02 21 STREET","QN",11101,-73.9495,40.7423,0
"49-28 106 STREET","QN",11368,-73.8576,40.7442,0
"490 EAST 184 STREET","BX",10458,-73.8923,40.8555,0
"490 EAST 189 STREET","BX",10458,-73.8895,40.8589,0
"490 EAST 23 STREET","BK",11226,-73.9561,40.6381,0
"490 EAST 51 STREET","BK",11203,-73.9294,40.6496,0
"490 EAST 52 STREET","BK",11203,-73.9284,40.6487,0
"490 EAST 74 STREET","MN",10021,-73.9536,40.7683,0
"490 HERZL STREET","BK",11212,-73.9128,40.6577,0
"490 KOSCIUSZKO STREET","BK",11221,-73.9345,40.6923,0
"490 MORGAN AVENUE","BK",11222,-73.9379,40.721,0
"490 NEW YORK AVENUE","BK",11225,-73.9484,40.6631,0
"490 OCEAN PARKWAY","BK",11218,-73.9734,40.6363,0
"490 WILLIAMS AVENUE","BK",11207,-73.8979,40.6637,0
"4901 14 AVENUE","BK",11219,-73.9898,40.6334,0
"4901 8 AVENUE","BK",11220,-74.0031,40.6413,0
"4901 BROADWAY","MN",10034,-73.9229,40.8675,0
"4901 HENRY HUDSON PKWY W","BX",10471,-73.9091,40.8965,0
"4902 7 AVENUE","BK",11220,-74.0057,40.643,0
"4902 AVENUE D","BK",11203,-73.9302,40.6418,0
"4904 4 AVENUE","BK",11220,-74.0124,40.6471,0
"4905 4 AVENUE","BK",11220,-74.0118,40.6467,1
"4909 5 AVENUE","BK",11220,-74.0097,40.6453,1
"490A JEFFERSON AVENUE","BK",11221,-73.9382,40.6844,1
"491 9 STREET","BK",11215,-73.9797,40.6663,0
"491 AMSTERDAM AVENUE","MN",10024,-73.9758,40.786,0
"491 COLUMBUS AVENUE","MN",10024,-73.973,40.7848,0
"491 EAST 45 STREET","BK",11203,-73.9348,40.6496,0
"491 EAST 52 STREET","BK",11203,-73.9278,40.6486,0
"491 GRANDVIEW AVENUE","QN",11385,-73.9077,40.71,0
"491 LINCOLN AVENUE","BK",11208,-73.8675,40.678,1
"491 MANHATTAN AVENUE","MN",10027,-73.955,40.808,0
"491 WEST 22 STREET","MN",10011,-74.0043,40.7471,0
"4910 15 AVENUE","BK",11219,-73.9883,40.6322,0
"4910 6 AVENUE","BK",11220,-74.008,40.6442,0
"4912 7 AVENUE","BK",11220,-74.0058,40.6429,0
"4913 5 AVENUE","BK",11220,-74.0098,40.6452,1
"4913 8 AVENUE","BK",11220,-74.0033,40.6411,0
"4914 8 AVENUE","BK",11220,-74.0037,40.6415,0
"4916 6 AVENUE","BK",11220,-74.0081,40.6442,0
"4917 5 AVENUE","BK",11220,-74.0099,40.6452,0
"4918 7 AVENUE","BK",11220,-74.006,40.6428,1
"492 3 STREET","BK",11215,-73.9793,40.6706,0
"492 4 AVENUE","BK",11215,-73.9904,40.6688,0
"492 9 AVENUE","MN",10018,-73.9944,40.7555,0
"492 CLASSON AVENUE","BK",11238,-73.9592,40.6834,0
"492 EAST 138 STREET","BX",10454,-73.92,40.8076,1
"492 SNEDIKER AVENUE","BK",11207,-73.8996,40.6629,0
"4923 13 AVENUE","BK",11219,-73.9924,40.6344,0
"4925 BROADWAY","MN",10034,-73.9217,40.8678,0
"493 12 STREET","BK",11215,-73.9796,40.6636,0
"493 2 AVENUE","MN",10016,-73.9791,40.741,0
"493 7 AVENUE","BK",11215,-73.9857,40.6615,0
"493 AMSTERDAM AVENUE","MN",10024,-73.9758,40.7861,0
"493 CHAUNCEY STREET","BK",11233,-73.9148,40.6823,1
"493 CLASSON AVENUE","BK",11238,-73.9587,40.6839,0
"493 CLINTON AVENUE","BK",11238,-73.9666,40.6837,0
"493 EAST 166 STREET","BX",10456,-73.9079,40.8283,0
"493 EAST 93 STREET","BK",11212,-73.9183,40.655,0
"493 OCEAN PARKWAY","BK",11218,-73.9722,40.6364,0
"493 PROSPECT PLACE","BK",11238,-73.96,40.676,0
"493 WASHINGTON AVENUE","BK",11238,-73.9645,40.6836,0
"494 AMSTERDAM AVENUE","MN",10024,-73.9764,40.7864,0
"494 AUDUBON AVENUE","MN",10040,-73.9287,40.8543,0
"494 EAST 138 STREET","BX",10454,-73.9199,40.8076,1
"494 EAST 167 STREET","BX",10456,-73.9072,40.8295,0
"494 HUDSON STREET","MN",10014,-74.0061,40.7328,0
"494 STERLING PLACE","BK",11238,-73.962,40.6741,0
"494 WEST 158 STREET","MN",10032,-73.9412,40.8331,0
"495 2 AVENUE","MN",10016,-73.979,40.7411,0
"495 5 AVENUE","BK",11215,-73.9874,40.6673,0
"495 AMSTERDAM AVENUE","MN",10024,-73.9758,40.7861,0
"495 CHAUNCEY STREET","BK",11233,-73.9147,40.6823,0
"495 CLAREMONT PARKWAY","BX",10457,-73.9019,40.8388,0
"495 EAST 158 STREET","BX",10451,-73.9116,40.8216,0
"495 EAST 178 STREET","BX",10457,-73.8967,40.8483,0
"495 EAST 188 STREET","BX",10458,-73.8898,40.8583,0
"495 EAST 7 STREET","BK",11218,-73.9717,40.6398,0
"495 EAST 94 STREET","BK",11212,-73.9174,40.6553,0
"495 EAST NEW YORK AVENUE","BK",11225,-73.9462,40.6621,1
"495 MC DONALD AVENUE","BK",11218,-73.979,40.6421,0
"495 PARK AVENUE","BK",11205,-73.9571,40.6969,0
"495 QUINCY STREET","BK",11221,-73.9399,40.6884,0
"495 STERLING PLACE","BK",11238,-73.9617,40.6746,0
"495 WASHINGTON AVENUE","BK",11238,-73.9645,40.6835,0
"495 WEST END AVENUE","MN",10024,-73.9793,40.7875,0
"496 11 STREET","BK",11215,-73.9825,40.6654,0
"496 9 AVENUE","MN",10018,-73.9943,40.7556,0
"496 AUTUMN AVENUE","BK",11208,-73.8689,40.6774,0
"496 EAST 138 STREET","BX",10454,-73.9198,40.8075,0
"496 EAST 189 STREET","BX",10458,-73.8894,40.8588,0
"496 EUCLID AVENUE","BK",11208,-73.8721,40.6749,0
"496 HUDSON STREET","MN",10014,-74.0061,40.7329,1
"496 PUTNAM AVENUE","BK",11221,-73.9417,40.6848,0
"496 WEST 133 STREET","MN",10027,-73.9529,40.8172,0
"496 WILLIAMS AVENUE","BK",11207,-73.8979,40.6636,0
"4960 BROADWAY","MN",10034,-73.9202,40.8677,0
"4961 HENRY HUDSON PKWY W","BX",10471,-73.9084,40.8979,0
"4966 BROADWAY","MN",10034,-73.9199,40.8678,0
"497 12 STREET","BK",11215,-73.9794,40.6636,0
"497 3 AVENUE","MN",10016,-73.9781,40.7453,1
"497 6 AVENUE","BK",11215,-73.9852,40.6663,0
"497 7 AVENUE","BK",11215,-73.9857,40.6614,0
"497 CHAUNCEY STREET","BK",11233,-73.9146,40.6823,1
"497 DEAN STREET","BK",11217,-73.9736,40.6816,1
"497 EAST 138 STREET","BX",10454,-73.9195,40.808,1
"497 EAST 156 STREET","BX",10455,-73.9123,40.8201,0
"497 EAST 93 STREET","BK",11212,-73.9182,40.6549,0
"497 EASTERN PARKWAY","BK",11216,-73.9518,40.6704,0
"497 LINDEN BOULEVARD","BK",11203,-73.9405,40.6535,0
"497 MC DONALD AVENUE","BK",11218,-73.9789,40.6421,0
"497 NEWPORT STREET","BK",11212,-73.9088,40.6591,0
"498 AMSTERDAM AVENUE","MN",10024,-73.9762,40.7866,0
"498 BROADWAY","MN",10012,-73.9993,40.722,0
"498 DECATUR STREET","BK",11233,-73.9228,40.6824,0
"498 HANCOCK STREET","BK",11233,-73.9351,40.684,0
"498 JEFFERSON AVENUE","BK",11221,-73.9379,40.6844,1
"498 PUTNAM AVENUE","BK",11221,-73.9416,40.6848,0
"498 WEST END AVENUE","MN",10024,-73.9787,40.7873,0
"4980 BROADWAY","MN",10034,-73.919,40.8681,0
"499 BROADWAY","MN",10012,-74,40.7223,0
"499 EAST 8 STREET","BK",11218,-73.9703,40.6378,0
"499 FT WASHINGTON AVENUE","MN",10033,-73.9382,40.852,0
"499 GRAHAM AVENUE","BK",11222,-73.9465,40.7204,0
"499 OCEAN AVENUE","BK",11226,-73.9607,40.6507,0
"499 VANDERBILT AVENUE","BK",11238,-73.9676,40.6832,0
"499 WASHINGTON AVENUE","BK",11238,-73.9645,40.6833,0
"4996 BROADWAY","MN",10034,-73.9185,40.8682,0
"4A CHESTER PLACE","SI",10304,-74.0849,40.6333,0
"5 4 PLACE","BK",11231,-74.0015,40.6791,1
"5 ARLINGTON PLACE","BK",11216,-73.951,40.6814,0
"5 AVENUE A","MN",10009,-73.9864,40.7226,0
"5 BROADWAY TERRACE","MN",10040,-73.9316,40.8571,0
"5 BUCHANAN PLACE","BX",10453,-73.9045,40.858,0
"5 CABRINI BOULEVARD","MN",10033,-73.9409,40.8486,0
"5 CORNELIA STREET","MN",10014,-74.0015,40.7318,0
"5 DEBEVOISE STREET","BK",11206,-73.943,40.7018,0
"5 EAST 115 STREET","MN",10029,-73.9462,40.7999,0
"5 EAST 196 STREET","BX",10468,-73.8954,40.8692,0
"5 EAST 21 STREET","BK",11226,-73.9606,40.6543,0
"5 EAST 51 STREET","MN",10022,-73.9758,40.759,0
"5 EAST 63 STREET","MN",10065,-73.9704,40.7667,0
"5 EAST 67 STREET","MN",10065,-73.9686,40.7692,0
"5 EAST 73 STREET","MN",10021,-73.9657,40.7731,0
"5 EAST 78 STREET","MN",10075,-73.9633,40.7762,0
"5 EAST 86 STREET","MN",10028,-73.9596,40.7815,0
"5 EAST 94 STREET","MN",10128,-73.9559,40.7865,0
"5 ELDRIDGE STREET","MN",10002,-73.994,40.7146,0
"5 GRAMERCY PARK WEST","MN",10003,-73.9869,40.7383,0
"5 HORATIO STREET","MN",10014,-74.0037,40.7389,0
"5 JANE STREET","MN",10014,-74.0026,40.7383,0
"5 JONES STREET","MN",10014,-74.0021,40.7324,0
"5 LINDEN BOULEVARD","BK",11226,-73.9588,40.6524,1
"5 MAC DONOUGH STREET","BK",11216,-73.946,40.681,1
"5 METROPOLITAN OVAL","BX",10462,-73.861,40.8403,0
"5 MINERVA PLACE","BX",10468,-73.8908,40.8714,0
"5 MINETTA STREET","MN",10012,-74.0014,40.7297,0
"5 MORTON STREET","MN",10014,-74.0035,40.7315,0
"5 PINEHURST AVENUE","MN",10033,-73.9399,40.8485,0
"5 RIDGEWOOD PLACE","BK",11237,-73.9114,40.6988,0
"5 RIVINGTON STREET","MN",10002,-73.993,40.7212,0
"5 SLOSSON TERRACE","SI",10301,-74.0759,40.6398,1
"5 SOUTH OXFORD STREET","BK",11217,-73.9738,40.6895,0
"5 SPENCER COURT","BK",11205,-73.9541,40.6907,0
"5 SPRING STREET","MN",10012,-73.9943,40.7214,0
"5 ST MARKS PLACE","MN",10003,-73.9893,40.7295,1
"5 ST NICHOLAS TERRACE","MN",10027,-73.9523,40.8127,0
"5 TEN EYCK STREET","BK",11206,-73.9505,40.7098,0
"5 WEST 101 STREET","MN",10025,-73.9629,40.7953,0
"5 WEST 103 STREET","MN",10025,-73.9619,40.7965,0
"5 WEST 116 STREET","MN",10035,-73.9466,40.8012,0
"5 WEST 131 STREET","MN",10037,-73.9399,40.8106,1
"5 WEST 137 STREET","MN",10037,-73.9371,40.8145,0
"5 WEST 15 STREET","MN",10011,-73.9939,40.7374,0
"5 WEST 16 STREET","MN",10011,-73.9933,40.7379,0
"5 WEST 75 STREET","MN",10023,-73.975,40.7786,0
"5 WEST 86 STREET","MN",10024,-73.9698,40.7858,0
"5 WEST 91 STREET","MN",10024,-73.9676,40.789,0
"5 WEST 95 STREET","MN",10025,-73.9656,40.7914,1
"5 WESTMINSTER ROAD","BK",11218,-73.9685,40.6491,0
"5-14 50 AVENUE","QN",11101,-73.9559,40.7429,1
"5-15 51 AVENUE","QN",11101,-73.9559,40.7426,0
"5-16 47 ROAD","QN",11101,-73.9552,40.7449,1
"5-17 51 AVENUE","QN",11101,-73.9558,40.7425,0
"5-19 47 ROAD","QN",11101,-73.9549,40.7453,1
"5-24 49 AVENUE","QN",11101,-73.9553,40.7435,0
"5-26 51 AVENUE","QN",11101,-73.9558,40.7421,0
"5-30 47 ROAD","QN",11101,-73.9547,40.7448,0
"5-33 51 AVENUE","QN",11101,-73.9553,40.7425,1
"5-34 47 ROAD","QN",11101,-73.9545,40.7448,1
"5-35 47 ROAD","QN",11101,-73.9544,40.7452,0
"5-35 51 AVENUE","QN",11101,-73.9552,40.7424,1
"5-36 47 AVENUE","QN",11101,-73.9542,40.7455,1
"5-36 47 ROAD","QN",11101,-73.9544,40.7448,0
"5-37 51 AVENUE","QN",11101,-73.9551,40.7424,1
"5-39 47 ROAD","QN",11101,-73.9542,40.7452,0
"5-42 51 AVENUE","QN",11101,-73.9552,40.742,0
"5-43 47 AVENUE","QN",11101,-73.9538,40.7458,0
"5-43 47 ROAD","QN",11101,-73.954,40.7451,0
"5-46 51 AVENUE","QN",11101,-73.9551,40.742,0
"5-48 51 AVENUE","QN",11101,-73.955,40.7419,0
"50 2 AVENUE","MN",10003,-73.9898,40.7254,0
"50 AVENUE B","MN",10009,-73.9828,40.7232,0
"50 BARROW STREET","MN",10014,-74.0047,40.7322,1
"50 BATTERY PLACE","MN",10280,-74.0182,40.7067,0
"50 BAYARD STREET","MN",10013,-73.9972,40.7154,0
"50 BOWERY","MN",10013,-73.9968,40.716,0
"50 CANAL STREET","MN",10002,-73.9918,40.7147,0
"50 CARMINE STREET","MN",10014,-74.0035,40.7298,0
"50 CLARK STREET","BK",11201,-73.9944,40.6977,0
"50 DIAMOND STREET","BK",11222,-73.9459,40.7245,0
